accountId,creditCompleteDate,creditCompleteMonth,creditRail,detailCategory,detailSource,estRevenue,fundingMethodUsed,initiatorStatus,isFasterAch,isRTP,partner,partnerGroupSource,payeeAmount,payeeAmountCurrency,payeeBusinessName,payeeCcy,payeeCountry,payeeEmail,payeeFunding,payerBusinessName,payerCcy,payerCountry,payerEmail,payerFunding,paymentId,paymentType,paymentUsdEquivalentAmount,period,processingMethod,speedFlag,submissionDate,transactionProcessingMethodRaw,txnType,txnTypeRaw,typeDefn,usdAmountDebited
1781972,2026-04-07T20:16:42,2026-04,SVBAuto,transaction,offline_billing,0.0,Bank,,False,False,Maplewave,Maplewave,20000.0,USD,Miral Auto Camp Corp,USD,KR,miralautocampcorp-usd@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7225126,payment,20000.0,2026-04,Wire,Standard,2026-04-06T00:00:00,Wallet,USD Abroad,USD Abroad,,20000.0
1781972,2026-04-08T06:13:49,2026-04,CITI,transaction,offline_billing,505.78,Bank,,False,False,Maplewave,Maplewave,40397500.0,JPY,Autocom Japan Inc. - Yen,JPY,JP,autocomjapaninc-yen@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7225125,payment,252888.35,2026-04,Wire,Standard,2026-04-06T00:00:00,Wire,FX,FX,,253424.89
1781972,2026-04-08T06:13:50,2026-04,CITI,transaction,offline_billing,914.67,Bank,,False,False,Maplewave,Maplewave,73056500.0,JPY,Autocom Japan Inc. - Yen,JPY,JP,autocomjapaninc-yen@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7225955,payment,457333.69,2026-04,Wire,Standard,2026-04-06T00:00:00,Wire,FX,FX,,458435.03
1781972,2026-04-08T06:13:51,2026-04,CITI,transaction,offline_billing,49.45,Bank,,False,False,Maplewave,Maplewave,3950000.0,JPY,SBT Co. Ltd. - 7,JPY,JP,sbtcoltd7-jpy@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7225956,payment,24727.0,2026-04,Wire,Standard,2026-04-06T00:00:00,Wire,FX,FX,,24786.55
1781972,2026-04-08T07:13:47,2026-04,CITI,transaction,offline_billing,0.0,Bank,,False,False,Maplewave,Maplewave,22716.28,USD,Fixing System Sp. z o.o.,USD,PL,fixingsystem-usd@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7226249,payment,22716.28,2026-04,Wire,Standard,2026-04-06T00:00:00,Wallet,USD Abroad,USD Abroad,,22716.28
1781972,2026-04-09T06:13:58,2026-04,CITI,transaction,offline_billing,12.42,Bank,,False,False,Maplewave,Maplewave,22816.0,AED,Blueberry Rain Sound FZ-LLC,AED,AE,blueberryrainsound-aed@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7225471,payment,6211.66,2026-04,Wire,Standard,2026-04-06T00:00:00,Wire,FX,FX,,6224.01
1781972,2026-04-09T06:13:59,2026-04,CITI,transaction,offline_billing,87.21,Bank,,False,False,Maplewave,Maplewave,160162.8,AED,Blueberry Rain Sound FZ-LLC,AED,AE,blueberryrainsound-aed@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7225472,payment,43604.32,2026-04,Wire,Standard,2026-04-06T00:00:00,Wire,FX,FX,,43691.04
1781972,2026-04-09T06:14:00,2026-04,CITI,transaction,offline_billing,42.18,Bank,,False,False,Maplewave,Maplewave,77463.23,AED,Blueberry Rain Sound FZ-LLC,AED,AE,blueberryrainsound-aed@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7225474,payment,21089.36,2026-04,Wire,Standard,2026-04-06T00:00:00,Wire,FX,FX,,21131.31
1781972,2026-04-09T16:16:10,2026-04,CITI,transaction,offline_billing,0.0,Bank,,False,False,Maplewave,Maplewave,15193.0,USD,Foshan Fengshunhua Auto Parts Trading Co. Ltd.,USD,HK,foshanfengshunhua-usd@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7225127,payment,15193.0,2026-04,Wire,Standard,2026-04-06T00:00:00,Wallet,USD Abroad,USD Abroad,,15193.0
1781972,2026-04-09T16:16:11,2026-04,CITI,transaction,offline_billing,0.0,Bank,,False,False,Maplewave,Maplewave,50000.0,USD,Siger International Limited,USD,HK,sigerinternational-usd@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7226252,payment,50000.0,2026-04,Wire,Standard,2026-04-06T00:00:00,Wire,USD Abroad,USD Abroad,,50000.0
1781972,2026-04-09T16:16:12,2026-04,CITI,transaction,offline_billing,0.0,Bank,,False,False,Maplewave,Maplewave,64636.0,USD,Reahen Industrail and Trade Co. Ltd.,USD,HK,reahenindustrail-usd@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7226255,payment,64636.0,2026-04,Wire,Standard,2026-04-06T00:00:00,Wire,USD Abroad,USD Abroad,,64636.0
1781972,2026-04-09T19:16:00,2026-04,SVBAuto,transaction,offline_billing,0.0,Bank,,False,False,Maplewave,Maplewave,4778.0,EUR,Cantek Altyapi ve Ins. Malz. Sanayi Tic. Anonim Sirketi,EUR,TR,cantekaltyapi-eur@maplewave.bene,Bank,"Maplewave Payments, Inc.",EUR,CA,support@maplewave.money,Wallet,7226296,payment,5514.43,2026-04,Wire,Standard,2026-04-06T00:00:00,Nacha,FX,FX,,4778.0
1781972,2026-04-16T15:08:29,2026-04,CITI,transaction,offline_billing,0.0,Bank,,False,False,Maplewave,Maplewave,14041.86,EUR,VOK Middle East FZC,EUR,AE,vokmiddleeast-eur@maplewave.bene,Bank,"Maplewave Payments, Inc.",EUR,CA,support@maplewave.money,Wallet,7226295,payment,16206.13,2026-04,Wire,Standard,2026-04-06T00:00:00,Wire,FX,FX,,14041.86
1781972,2026-04-08T18:21:30,2026-04,CITI,transaction,offline_billing,0.0,Bank,,False,False,Maplewave,Maplewave,80000.0,USD,Maplewave Payments Inc,USD,US,maplewaveus-jpm@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7233249,payment,80000.0,2026-04,ACH,Standard,2026-04-07T00:00:00,Wallet,Domestic,Domestic,,80000.0
1781972,2026-04-09T07:14:17,2026-04,CITI,transaction,offline_billing,724.49,Bank,,False,False,Maplewave,Maplewave,57866362.0,JPY,Autocom Japan Inc. - Yen,JPY,JP,autocomjapaninc-yen@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7233330,payment,362243.43,2026-04,Wire,Standard,2026-04-07T00:00:00,Wire,FX,FX,,362732.17
1781972,2026-04-09T07:14:18,2026-04,CITI,transaction,offline_billing,21.28,Bank,,False,False,Maplewave,Maplewave,1700000.0,JPY,Mark Co. LTD,JPY,JP,markcoltd-jpy@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7233332,payment,10642.0,2026-04,Wire,Standard,2026-04-07T00:00:00,Wallet,FX,FX,,10656.36
1781972,2026-04-09T16:16:20,2026-04,SVBAuto,transaction,offline_billing,0.0,Bank,,False,False,Maplewave,Maplewave,29615.0,USD,Suhansa Co. Ltd,USD,KR,suhansaco-usd@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7232929,payment,29615.0,2026-04,Wire,Standard,2026-04-07T00:00:00,Nacha,USD Abroad,USD Abroad,,29615.0
1781972,2026-04-09T16:16:22,2026-04,SVBAuto,transaction,offline_billing,0.0,Bank,,False,False,Maplewave,Maplewave,19880.0,USD,Suhansa Co. Ltd,USD,KR,suhansaco-usd@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7232925,payment,19880.0,2026-04,Wire,Standard,2026-04-07T00:00:00,Nacha,USD Abroad,USD Abroad,,19880.0
1781972,2026-04-09T16:16:23,2026-04,SVBAuto,transaction,offline_billing,0.0,Bank,,False,False,Maplewave,Maplewave,105300.0,USD,LG Chem Ltd.,USD,KR,lgchem-usd@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7232927,payment,105300.0,2026-04,Wire,Standard,2026-04-07T00:00:00,Wallet,USD Abroad,USD Abroad,,105300.0
1781972,2026-04-10T15:28:10,2026-04,CITI,transaction,offline_billing,0.0,Bank,,False,False,Maplewave,Maplewave,18975.0,USD,Hidoks Global Asansor Ithalat Ihr. San. Tic. Ltd. Sti,USD,TR,hidoksglobal-usd@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7232932,payment,18975.0,2026-04,Wire,Standard,2026-04-07T00:00:00,Wire,USD Abroad,USD Abroad,,18975.0
1781972,2026-04-10T20:15:39,2026-04,SVBAuto,transaction,offline_billing,0.0,Bank,,False,False,Maplewave,Maplewave,23295.9,USD,PT Berkat Bumi Nusa,USD,ID,ptberkatbuminusa-usd@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7232923,payment,23295.9,2026-04,Wire,Standard,2026-04-07T00:00:00,Wire,USD Abroad,USD Abroad,,23295.9
1781972,2026-04-11T18:13:54,2026-04,CITI,transaction,offline_billing,0.0,Bank,,False,False,Maplewave,Maplewave,379758.0,USD,Traxon Technologies Ltd.,USD,HK,traxontechnologies-usd@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7239820,payment,379758.0,2026-04,Wire,Standard,2026-04-08T00:00:00,Wallet,USD Abroad,USD Abroad,,379758.0
1781972,2026-04-10T12:21:16,2026-04,CITI,transaction,offline_billing,509.83,Bank,,False,False,Maplewave,Maplewave,40463076.0,JPY,Autocom Japan Inc. - Yen,JPY,JP,autocomjapaninc-yen@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7246486,payment,254917.38,2026-04,Wire,Standard,2026-04-09T00:00:00,Wire,FX,FX,,255483.1
1781972,2026-04-10T12:21:17,2026-04,CITI,transaction,offline_billing,3.15,Bank,,False,False,Maplewave,Maplewave,250000.0,JPY,JIMEX Co. Ltd.,JPY,JP,jimexcoltd-jpy@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7246484,payment,1575.0,2026-04,Wire,Standard,2026-04-09T00:00:00,Wire,FX,FX,,1578.5
1781972,2026-04-10T12:21:18,2026-04,CITI,transaction,offline_billing,26.86,Bank,,False,False,Maplewave,Maplewave,2132000.0,JPY,SBT Co. Ltd. - 8,JPY,JP,sbtcoltd8-jpy@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7246483,payment,13431.6,2026-04,Wire,Standard,2026-04-09T00:00:00,Wire,FX,FX,,13461.41
1781972,2026-04-11T15:27:27,2026-04,CITI,transaction,offline_billing,350.74,Bank,,False,False,Maplewave,Maplewave,27924900.0,JPY,Autocom Japan Inc. - Yen,JPY,JP,autocomjapaninc-yen@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7251318,payment,175368.37,2026-04,Wire,Standard,2026-04-10T00:00:00,Wallet,FX,FX,,175792.86
1781972,2026-04-11T15:27:28,2026-04,CITI,transaction,offline_billing,678.07,Bank,,False,False,Maplewave,Maplewave,53986400.0,JPY,Autocom Japan Inc. - Yen,JPY,JP,autocomjapaninc-yen@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7251414,payment,339034.59,2026-04,Wire,Standard,2026-04-10T00:00:00,Wire,FX,FX,,339975.92
1781972,2026-04-12T20:15:34,2026-04,CITI,transaction,offline_billing,0.0,Bank,,False,False,Maplewave,Maplewave,2661.0,USD,Yaomazhi (Wuhan) Technology Co. Ltd.,USD,HK,yaomazhitechnology-usd@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7251417,payment,2661.0,2026-04,Wire,Standard,2026-04-10T00:00:00,Wallet,USD Abroad,USD Abroad,,2661.0
1781972,2026-04-12T22:15:32,2026-04,CITI,transaction,offline_billing,278.9,Bank,,False,False,Maplewave,Maplewave,110000.0,CHF,Stach Rechtsanwalte AG,CHF,CH,stachrechtsanwalte-chf@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7254671,payment,139452.5,2026-04,Wire,Standard,2026-04-10T00:00:00,Wire,FX,FX,,139732.04
1781972,2026-04-13T12:18:16,2026-04,CITI,transaction,offline_billing,0.0,Bank,,False,False,Maplewave,Maplewave,16950.0,EUR,Wallester AS,EUR,LV,wallesteras-eur@maplewave.bene,Bank,"Maplewave Payments, Inc.",EUR,CA,support@maplewave.money,Wallet,7254906,payment,19879.47,2026-04,Wire,Standard,2026-04-10T00:00:00,Wallet,FX,FX,,16950.0
1781972,2026-04-13T15:27:58,2026-04,CITI,transaction,offline_billing,0.0,Bank,,False,False,Maplewave,Maplewave,11100.0,USD,Galipoglu Plastik ve Su Urunleri Ins. Taah. Ltd. Sti.,USD,TR,galipogluplastik-usd@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7254669,payment,11100.0,2026-04,Wire,Standard,2026-04-10T00:00:00,Wire,USD Abroad,USD Abroad,,11100.0
1781972,2026-04-13T15:28:10,2026-04,CITI,transaction,offline_billing,492.56,Bank,,False,False,Maplewave,Maplewave,904480.0,AED,Sun Parts Trading FZ LLC,AED,AE,sunpartstradingfzllc@gmail.com,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7251416,payment,246280.86,2026-04,Wire,Standard,2026-04-10T00:00:00,Wire,FX,FX,,246778.1
1781972,2026-04-13T15:28:11,2026-04,CITI,transaction,offline_billing,525.08,Bank,,False,False,Maplewave,Maplewave,964200.0,AED,Telco and E Trading FZE,AED,AE,TelcoandETrading-aed@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7251444,payment,262542.02,2026-04,Wire,Standard,2026-04-10T00:00:00,Wallet,FX,FX,,263072.09
1781972,2026-04-13T16:14:06,2026-04,SVBAuto,transaction,offline_billing,0.0,Bank,,False,False,Maplewave,Maplewave,181378.8,USD,Tek Know Technology ApS,USD,DK,tekknowtechnology-usd@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7251413,payment,181378.8,2026-04,Wire,Standard,2026-04-10T00:00:00,Nacha,USD Abroad,USD Abroad,,181378.8
1781972,2026-04-13T22:15:34,2026-04,CITI,transaction,offline_billing,0.0,Bank,,False,False,Maplewave,Maplewave,103107.07,EUR,VOK Middle East FZC,EUR,AE,vokmiddleeast-eur@maplewave.bene,Bank,"Maplewave Payments, Inc.",EUR,CA,support@maplewave.money,Wallet,7254907,payment,120927.06,2026-04,Wire,Standard,2026-04-10T00:00:00,Wire,FX,FX,,103107.07
1781972,2026-04-15T23:15:36,2026-04,CITI,transaction,offline_billing,0.0,Bank,,False,False,Maplewave,Maplewave,27449.98,USD,Jinan Spring Sign Plastics Co. Ltd.,USD,CN,jinanspringsignplastics-usd@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7253510,payment,27449.98,2026-04,Wire,Standard,2026-04-10T00:00:00,Wire,USD Abroad,USD Abroad,,27449.98
1781972,2026-04-15T23:15:37,2026-04,CITI,transaction,offline_billing,0.0,Bank,,False,False,Maplewave,Maplewave,85800.0,USD,Jiangsu Youyang Pharmaceutical Co. Ltd.,USD,CN,jiangsuyouyang-usd@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7254668,payment,85800.0,2026-04,Wire,Standard,2026-04-10T00:00:00,Wire,USD Abroad,USD Abroad,,85800.0
1781972,2026-04-15T07:15:37,2026-04,CITI,transaction,offline_billing,847.15,Bank,,False,False,Maplewave,Maplewave,67448500.0,JPY,Autocom Japan Inc. - Yen,JPY,JP,autocomjapaninc-yen@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7264237,payment,423576.58,2026-04,Wire,Standard,2026-04-13T00:00:00,Wallet,FX,FX,,424206.0
1781972,2026-04-15T07:15:38,2026-04,CITI,transaction,offline_billing,37.68,Bank,,False,False,Maplewave,Maplewave,3000000.0,JPY,SAIF TRADING CO LTD - Yen,JPY,JP,saiftradingcoltd-yen@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7264241,payment,18840.0,2026-04,Wire,Standard,2026-04-13T00:00:00,Wire,FX,FX,,18868.0
1781972,2026-04-15T07:15:39,2026-04,CITI,transaction,offline_billing,26.63,Bank,,False,False,Maplewave,Maplewave,2120000.0,JPY,SBT Co. Ltd. - 7,JPY,JP,sbtcoltd7-jpy@maplewave.bene,Bank,"Maplewave Payments, Inc.",USD,CA,support@maplewave.money,Wallet,7264238,payment,13313.6,2026-04,Wire,Standard,2026-04-13T00:00:00,Wallet,FX,FX,,13333.38
